Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0,0.03,1.04,,,,,
Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,,,,,
F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86,19,8.4,23,E
Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.48,0,0.11,1.04,46,38,4.4,458,E10+
Sonic & Sega All-Stars Racing,DS,2010,Racing,Sega,0.43,0.5,0,0.11,1.04,,,,,
Need for Speed: Most Wanted,X,2005,Racing,Electronic Arts,0.53,0.46,0,0.05,1.04,83,32,8.8,29,T
Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.58,0.36,0,0.09,1.04,,,,,
The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.04,71,52,7.7,73,T
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.04,81,23,7.5,55,E
Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68,85,5.8,404,T
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0,0.14,1.03,79,30,8.4,17,E
Sonic Generations,3DS,2011,Platform,Sega,0.44,0.49,0.01,0.09,1.03,66,29,6.9,110,E
WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0,0.23,1.03,88,56,7.9,102,E
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86,30,7.4,92,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,0.54,0.39,0,0.09,1.03,73,54,7,31,E10+
Tom Clancys Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,T
Super Princess Peach,DS,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,48,7.6,33,E
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.12,1.03,65,13,6.1,26,E
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0,0.11,1.03,67,12,7,8,E10+
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.62,0.32,0,0.1,1.03,78,28,8.6,28,E
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03,82,16,8.8,12,E
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0,0.17,1.03,77,36,7.7,30,E10+
Bomberman,NES,1985,Puzzle,Hudson Soft,0.18,0,0.85,0,1.03,,,,,
Donkey Kong Land III,G,1997,Platform,Nintendo,0.68,0.31,0,0.04,1.03,,,,,
ZhuZhu Pets,DS,2010,Simulation,Activision,0.67,0.27,0,0.09,1.03,,,,,E
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,8.5,3572,M
Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93,12,8.5,46,T
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.3,0.18,0.5,0.05,1.03,81,71,8.7,92,E
Junior Brain Trainer,DS,2008,Misc,GSP,0.23,0.71,0,0.09,1.03,,,,,E
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0,0.29,1.02,79,58,8.8,39,T
Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.65,0.28,0,0.1,1.02,61,11,6,5,E10+
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.26,0.65,0,0.12,1.02,48,6,3.3,4,E10+
Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02,72,24,7,22,E
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,T
Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.33,0.46,0.01,0.22,1.02,,,,,
Skylanders SWAP Force,PS3,2013,Platform,Activision,0.44,0.42,0,0.17,1.02,83,31,5.3,33,E10+
Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70,25,6.7,15,E
Tom Clancys Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,T
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54,24,7.8,132,E10+
Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,0.56,0.34,0.02,0.09,1.02,,,,,E
Final Fight 2,SNES,1993,Action,Capcom,0.39,0.12,0.49,0.02,1.02,,,,,
The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02,,,,,
Petz: Catz 2,DS,2007,Simulation,Ubisoft,0.51,0.4,0,0.11,1.02,,,9,4,E
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0,0.09,1.02,71,41,7.4,25,E10+
Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84,83,7.6,440,M
Madden NFL 07,X,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02,83,27,8.7,6,E
Rock Band 2,Wii,2008,Misc,MTV Games,0.93,0.01,0,0.08,1.02,92,10,7.7,45,T
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02,70,29,8.8,31,E
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80,40,8.2,90,E
Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0,0.11,1.02,51,18,3.6,8,E
Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,0.56,0.38,0,0.07,1.01,,,,,
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.44,0.46,0,0.11,1.01,74,23,8,27,T
Just Dance 2016,Wii,2015,Misc,Ubisoft,0.42,0.51,0,0.08,1.01,,,,,E10+
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101,T
Assassins Creed: Rogue,X360,2014,Action,Ubisoft,0.59,0.34,0,0.09,1.01,72,32,7.3,321,M
ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77,70,7.7,760,M
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,T
Championship Manager 3,PC,2003,Sports,Eidos Interactive,0,0.93,0,0.08,1.01,,,,,
NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,0.87,0.12,0,0.02,1.01,,,,,
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74,8,304,M
Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega,0,0,1.01,0,1.01,,,,,
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81,73,7,189,T
Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86,5,8.3,10,
Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0,0.13,1,51,5,8,8,E
Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1,,,,,
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1,67,12,4.5,6,E10+
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1,86,73,8.4,256,M
Dead or Alive 2,PS2,2000,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1,,,,,
Game & Watch Gallery,G,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1,,,,,
1942,NES,1985,Shooter,Capcom,0.65,0.14,0.21,0,1,,,,,
Excitebike 64,N64,2000,Racing,Nintendo,0.65,0.15,0.19,0.01,1,,,,,
NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1,,,,,
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,1,,,,,
SoulCalibur II,X,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0,1,92,39,8.9,54,T
PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1,,,,,
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0,1,,,,,
Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,0.56,0.38,0,0.07,1,,,,,
NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07,1,73,10,,,E
Just Dance 2014,X360,2013,Misc,Ubisoft,0.73,0.17,0,0.1,1,79,16,7.8,33,E10+
NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,1,,,,,
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1,87,43,8.4,241,E10+
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1,72,16,9.3,54,T
Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment,0.55,0.38,0,0.07,1,,,,,
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.36,0.52,0.04,0.09,1,70,35,8.2,20,E
NFL Fever 2002,X,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99,79,24,8.5,10,E
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99,82,25,6.6,49,E
The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,0.77,0.2,0,0.03,0.99,,,,,
Madden NFL 16,X360,2015,Sports,Electronic Arts,0.86,0.02,0,0.11,0.99,,,5.1,12,E
Rocksmith 2014,PS3,2013,Misc,Ubisoft,0.54,0.24,0.05,0.16,0.99,,,,,
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.2,0,0.08,0.99,85,60,7.6,88,T
Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83,46,8.6,55,E
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55,65,6.5,296,M
Oddworld: Abes Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0,0.06,0.99,88,13,9.1,69,T
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.32,0.51,0,0.16,0.99,79,38,6.1,161,T
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0,0.19,0.99,87,63,8.2,95,T
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66,20,8,35,T
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0,0.11,0.99,70,39,5,26,T
Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.38,0.32,0.15,0.14,0.99,,,,,
Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0,0.03,0.99,51,22,6.5,121,E10+
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,T
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75,26,8.3,30,T
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.51,0.32,0,0.16,0.99,75,21,5.9,47,E10+
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0,0.09,0.99,89,66,8.4,1111,M
Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.29,0,0.09,0.99,58,7,,,E
Puzzler Collection,DS,2008,Puzzle,Ubisoft,0.16,0.78,0,0.04,0.99,71,5,,,E
NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.83,0.05,0,0.1,0.98,,,3,25,E
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.37,0.41,0.05,0.15,0.98,76,46,4.3,897,M
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0,0.19,0.98,79,26,8.7,43,T
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80,17,6.8,11,E
Littlest Pet Shop: Winter,DS,2008,Simulation,Electronic Arts,0.58,0.31,0,0.1,0.98,,,,,E
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.89,0.02,0,0.08,0.98,82,46,7.6,34,E
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336,T
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0,0.11,0.98,75,21,6.2,17,E
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.98,91,48,7.9,3479,M
Mario Party Advance,GBA,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54,27,5.4,34,E
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44,19,6.6,25,E
Tom Clancys Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,384,M
Tetris 2,NES,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98,,,,,
NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01,0.98,,,,,
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0,0.08,0.98,78,68,6.4,697,M
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0,0.11,0.98,59,13,5.9,18,T
Air-Sea Battle,2600,1980,Shooter,Atari,0.91,0.06,0,0.01,0.98,,,,,
Suikoden III,PS2,2002,Role-Playing,Konami Digital Entertainment,0.29,0.23,0.38,0.08,0.98,86,23,7.7,114,T
LEGO Harry Potter: Years 5-7,X360,2011,Action,Warner Bros. Interactive Entertainment,0.51,0.38,0,0.09,0.98,77,35,7.9,39,E10+
FIFA 17,PS3,2016,Sports,Electronic Arts,0.07,0.73,0.03,0.14,0.98,,,3,26,E
Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0,0,0.1,0.98,,,7.2,6,E
Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,Disney Interactive Studios,0.47,0.34,0,0.17,0.98,,,,,
NCAA Football 06,X,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97,87,38,8.3,27,E
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0.93,0,0.04,0.97,93,47,8.9,1864,M
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.01,0,0.08,0.97,81,31,5.3,33,E
Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88,31,9.2,144,E
Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66,9,,,E
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0,0.09,0.97,82,88,8,269,M
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97,85,19,7.6,53,E
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75,37,7.8,69,M
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.3,0.35,0.05,0.97,69,58,6.9,111,E
Disney Tangled,DS,2010,Action,Disney Interactive Studios,0.53,0.35,0,0.09,0.97,,,,,
Wheel of Fortune,Wii,2010,Misc,THQ,0.86,0.04,0,0.06,0.97,,,7.6,5,E
Dead Space 3,PS3,2013,Action,Electronic Arts,0.45,0.36,0,0.16,0.97,76,37,6.4,525,M
FIFA Soccer 2005,X,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97,81,34,8.7,23,E
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.12,0.97,89,23,5.5,5946,M
Cars,DS,2006,Racing,THQ,0.85,0.04,0,0.07,0.97,54,17,2.1,11,E
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0,0.09,0.97,79,20,6.6,15,E10+
Dragon Quest X,Wii,2012,Role-Playing,Square Enix,0,0,0.97,0,0.97,,,,,
Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,0,0,0.97,0,0.97,,,,,
Skylanders: Spyros Adventure,X360,2011,Action,Activision,0.53,0.34,0,0.1,0.97,78,35,5.2,54,E10+
Donkey Kong Junior,2600,1981,Platform,Atari,0.9,0.05,0,0.01,0.97,,,,,
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97,84,25,9.1,16,E10+
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97,86,16,9,45,T
Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.63,0,0.12,0.96,88,43,8.2,3212,M
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87,41,9.1,174,T
Jampack Summer 99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96,,,,,
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.15,0.96,88,76,8.5,4408,M
Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.9,0.06,0.96,,,,,
Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96,,,,,
Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,0.72,0.22,0,0.02,0.96,,,,,
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.41,0,0.09,0.96,77,26,7.6,18,T
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96,85,22,8.1,9,E
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0,0.81,0,0.15,0.96,65,12,7.5,111,E
de Blo,Wii,2008,Platform,THQ,0.49,0.37,0,0.1,0.96,82,48,8.6,73,E
Dragon Quest Monsters: Terrys Wonderland 3D,3DS,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96,,,,,
MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.78,0,0,0.18,0.96,,,,,
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71,33,7.9,43,M
Mortal Kombat: Deadly Alliance,X,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96,81,27,8.4,24,M
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70,21,6.9,92,M
ESPN NBA 2K5,X,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95,85,28,8.7,22,E
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0,0.22,0.95,52,47,6.7,18,M
PilotWings Resort,3DS,2011,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71,64,7.3,89,E
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.95,63,4,7.6,7,E
Wheel of Fortune,PS2,2010,Misc,THQ,0.47,0.36,0,0.12,0.95,,,,,E
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126,M
World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95,60,8,7.7,11,E
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.32,0,0.09,0.95,60,50,7.7,240,E10+
Tom Clancys Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95,87,29,8.6,53,M
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0,0.03,0.95,71,10,8.6,34,E
Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.67,0.21,0,0.07,0.95,,,,,
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74,69,7.3,542,T
Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.84,0.04,0,0.07,0.95,,,,,
Skylanders: Trap Team,Wii,2014,Action,Activision,0.41,0.46,0,0.08,0.95,,,,,E10+
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0,0.95,78,39,4.1,304,E
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,Capcom,0.39,0,0.53,0.03,0.95,,,,,
Yakuza 4,PS3,2010,Action,Sega,0.15,0.13,0.63,0.05,0.95,78,59,8,179,M
Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.55,0.32,0,0.08,0.95,,,,,
Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,,,,,
Tom Clancys Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,157,M
Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75,20,8.4,12,T
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,T
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.58,0.28,0,0.09,0.95,85,28,6.9,708,M
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95,,,,,
NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06,0.95,,,,,
Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0,0.09,0.95,,,2.8,4,E
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.36,0.42,0.02,0.15,0.95,70,46,7,80,E10+
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.45,0.02,0.15,0.95,80,5,6.8,12,E10+
Sonic & Sega All-Stars Racing,PS3,2010,Racing,Sega,0.36,0.43,0,0.16,0.95,,,,,
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.95,81,65,8.2,232,E10+
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34,E10+
Minecraft,WiiU,2016,Misc,Microsoft Game Studios,0.39,0.27,0.22,0.06,0.95,,,,,
Rocksmith 2014,X360,2013,Misc,Ubisoft,0.7,0.16,0,0.09,0.94,,,,,
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94,70,67,7.3,257,M
Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94,,,,,
Tom Clancys Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.4,0.06,0.16,0.94,84,27,7.7,314,M
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.2,0.06,0.63,0.05,0.94,64,38,7.8,19,T
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94,73,9,7.8,13,E
Midway Presents Arcades Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94,,,,,
Skylanders: Spyros Adventure,PS3,2011,Action,Activision,0.39,0.39,0,0.16,0.94,77,18,4.8,42,E10+
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94,79,45,8.4,74,M
Just Cause 3,XOne,2015,Action,Square Enix,0.47,0.39,0,0.08,0.94,71,24,6.9,188,M
Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0,0.13,0.94,,,,,
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.33,0.54,0,0.07,0.94,71,64,5.7,2429,M
MVP Baseball 2005,X,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94,86,35,,,
SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94,,,,,
Street Fighter V,PS4,2016,Fighting,Capcom,0.42,0.28,0.09,0.15,0.94,77,80,3.4,1233,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78,37,7,49,T
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94,83,26,6.7,37,E
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0,0.13,0.94,83,61,7.6,163,M
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,E10+
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.94,64,77,7.5,213,T
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.5,0.35,0,0.08,0.94,77,27,6.4,199,M
MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94,,,,,
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,9.1,300,T
Prince of Persia: The Sands of Time,X,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94,92,41,7.8,72,T
Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94,,,,,
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,30,8.9,31,E
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,6.8,18,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,189,T
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,E10+
Bentleys Hackpack,GBA,2005,Misc,Unknown,0.67,0.25,0,0.02,0.93,,,,,
Tony Hawks Pro Skater 4,X,2002,Sports,Activision,0.59,0.3,0,0.04,0.93,90,25,8.5,21,T
Brothers in Arms: Hells Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,M
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0,0.16,0.93,70,26,5.5,4,T
Crash City Mayhem,GBA,2004,Racing,THQ,0.67,0.25,0,0.02,0.93,,,,,
Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.2,0.53,0.03,0.93,71,27,7.3,22,E
Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93,,,,,
Castlevania II: Simons Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93,,,,,
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0,0.01,0.93,,,,,
